expected, result, bool
0.112590, 0.112590, 1
0.110064, 0.110064, 1
0.107252, 0.107252, 1
0.104226, 0.104226, 1
0.101225, 0.101225, 1
0.098238, 0.098238, 1
0.095675, 0.095675, 1
0.092793, 0.092793, 1
0.090040, 0.090040, 1
0.087160, 0.087160, 1
0.084419, 0.084419, 1
0.081695, 0.081695, 1
0.078740, 0.078740, 1
0.076478, 0.076478, 1
0.074618, 0.074619, 1
0.072076, 0.072076, 1
0.069790, 0.069790, 1
0.067985, 0.067985, 1
0.066560, 0.066560, 1
0.064911, 0.064911, 1
0.063761, 0.063761, 1
0.062908, 0.062908, 1
0.061872, 0.061872, 1
0.060795, 0.060795, 1
0.060210, 0.060210, 1
0.059622, 0.059622, 1
0.059009, 0.059009, 1
0.058401, 0.058402, 1
0.057597, 0.057597, 1
0.057074, 0.057074, 1
0.056369, 0.056369, 1
0.056226, 0.056226, 1
0.055974, 0.055974, 1
0.055197, 0.055198, 1
0.054439, 0.054439, 1
0.053714, 0.053714, 1
0.052380, 0.052380, 1
0.051456, 0.051457, 1
0.050493, 0.050493, 1
0.049885, 0.049885, 1
0.048302, 0.048302, 1
0.046789, 0.046789, 1
0.045003, 0.045003, 1
0.043283, 0.043283, 1
0.041196, 0.041196, 1
0.038269, 0.038269, 1
0.035583, 0.035583, 1
0.032796, 0.032796, 1
0.028994, 0.028994, 1
0.025626, 0.025626, 1
0.021715, 0.021715, 1
0.017543, 0.017543, 1
0.011909, 0.011909, 1
0.006544, 0.006544, 1
0.001470, 0.001470, 1
-0.004272, -0.004272, 1
-0.010800, -0.010800, 1
-0.016979, -0.016979, 1
-0.023058, -0.023058, 1
-0.029214, -0.029214, 1
-0.036054, -0.036054, 1
-0.042706, -0.042706, 1
-0.048607, -0.048607, 1
-0.055360, -0.055360, 1
-0.062543, -0.062543, 1
-0.069442, -0.069443, 1
-0.076364, -0.076364, 1
-0.083103, -0.083103, 1
-0.089463, -0.089463, 1
-0.096202, -0.096203, 1
-0.102333, -0.102334, 1
-0.108879, -0.108879, 1
-0.115147, -0.115147, 1
-0.121586, -0.121586, 1
-0.127156, -0.127156, 1
-0.132129, -0.132129, 1
-0.136870, -0.136870, 1
-0.141493, -0.141493, 1
-0.145830, -0.145829, 1
-0.149382, -0.149382, 1
-0.151336, -0.151336, 1
-0.154816, -0.154816, 1
-0.157000, -0.156999, 1
-0.158092, -0.158092, 1
-0.159470, -0.159471, 1
-0.160344, -0.160343, 1
-0.160982, -0.160982, 1
-0.161262, -0.161262, 1
-0.160890, -0.160890, 1
-0.160113, -0.160113, 1
-0.159283, -0.159283, 1
-0.158783, -0.158784, 1
-0.157819, -0.157819, 1
-0.156553, -0.156553, 1
-0.155333, -0.155333, 1
-0.153824, -0.153824, 1
-0.151742, -0.151742, 1
-0.149743, -0.149743, 1
-0.147657, -0.147657, 1
-0.145819, -0.145819, 1
-0.144011, -0.144011, 1
-0.142137, -0.142137, 1
-0.139406, -0.139406, 1
-0.138520, -0.138521, 1
-0.136318, -0.136318, 1
-0.133958, -0.133958, 1
-0.132774, -0.132774, 1
-0.130920, -0.130920, 1
-0.128740, -0.128740, 1
-0.127582, -0.127581, 1
-0.126651, -0.126651, 1
-0.125589, -0.125588, 1
-0.124100, -0.124099, 1
-0.123434, -0.123434, 1
-0.122103, -0.122103, 1
-0.120892, -0.120892, 1
-0.119722, -0.119722, 1
-0.119165, -0.119165, 1
-0.118054, -0.118054, 1
-0.116097, -0.116097, 1
-0.114906, -0.114906, 1
-0.112704, -0.112704, 1
-0.111056, -0.111056, 1
-0.109340, -0.109340, 1
-0.108423, -0.108423, 1
-0.106213, -0.106213, 1
-0.104033, -0.104033, 1
-0.101935, -0.101934, 1
-0.099309, -0.099307, 1
-0.096138, -0.096136, 1
-0.092843, -0.092839, 1
-0.088658, -0.088654, 1
-0.085103, -0.085097, 1
-0.081736, -0.081727, 1
-0.077757, -0.077746, 1
-0.075226, -0.075211, 1
-0.071919, -0.071899, 1
-0.068658, -0.068633, 1
-0.064949, -0.064916, 1
-0.060447, -0.060407, 1
-0.057001, -0.056951, 1
-0.051743, -0.051691, 1
-0.047718, -0.047665, 1
-0.044216, -0.044162, 1
-0.039341, -0.039287, 1
-0.033477, -0.033427, 1
-0.029350, -0.029302, 1
-0.024564, -0.024524, 1
-0.019675, -0.019645, 1
-0.014626, -0.014611, 1
-0.008849, -0.008850, 1
-0.003661, -0.003683, 1
0.002269, 0.002224, 1
0.008668, 0.008600, 1
0.013706, 0.013618, 1
0.018982, 0.018872, 1
0.024046, 0.023914, 1
0.028506, 0.028356, 0
0.033152, 0.032982, 1
0.036727, 0.036539, 1
0.039911, 0.039709, 1
0.043714, 0.043497, 0
0.047942, 0.047710, 1
0.051186, 0.050938, 1
0.054173, 0.053910, 1
0.058255, 0.057979, 1
0.061858, 0.061568, 1
0.064733, 0.064428, 0
0.067736, 0.067418, 0
0.069503, 0.069172, 0
0.070661, 0.070317, 0
0.072884, 0.072526, 1
0.073189, 0.072819, 1
0.074242, 0.073856, 1
0.075771, 0.075370, 0
0.077968, 0.077553, 1
0.079793, 0.079363, 0
0.081475, 0.081030, 1
0.083660, 0.083200, 0
0.085408, 0.084935, 1
0.086929, 0.086445, 0
0.088453, 0.087959, 1
0.090613, 0.090109, 0
0.093083, 0.092569, 1
0.094903, 0.094383, 0
0.096948, 0.096422, 0
0.099191, 0.098659, 1
0.100495, 0.099959, 1
0.101299, 0.100762, 1
0.102121, 0.101583, 1
0.103055, 0.102515, 1
0.103465, 0.102927, 1
0.104841, 0.104307, 0
0.106084, 0.105559, 1
0.107652, 0.107132, 0
0.109958, 0.109439, 0
0.111911, 0.111400, 0
0.113523, 0.113024, 0
0.115039, 0.114554, 1
0.116762, 0.116290, 0
0.118577, 0.118122, 0
0.120157, 0.119722, 1
0.122917, 0.122499, 0
0.126069, 0.125671, 1
0.129448, 0.129074, 1
0.132057, 0.131706, 1
0.134979, 0.134650, 1
0.137249, 0.136949, 1
0.138785, 0.138515, 1
0.140979, 0.140740, 1
0.142838, 0.142625, 1
0.144458, 0.144273, 1
0.147124, 0.146968, 1
0.150537, 0.150407, 0
0.153845, 0.153743, 1
0.156611, 0.156543, 1
0.159562, 0.159527, 1
0.162390, 0.162384, 1
0.165429, 0.165447, 1
0.168774, 0.168814, 1
0.172622, 0.172684, 1
0.177379, 0.177466, 1
0.182367, 0.182480, 1
0.187919, 0.188051, 1
0.194160, 0.194309, 1
0.199697, 0.199861, 1
0.205057, 0.205230, 1
0.209732, 0.209917, 1
0.214494, 0.214690, 0
0.218971, 0.219170, 1
0.223046, 0.223254, 1
0.227352, 0.227569, 0
0.232073, 0.232297, 1
0.235635, 0.235866, 1
0.239090, 0.239327, 1
0.242342, 0.242581, 0
0.243737, 0.243977, 1
0.245148, 0.245398, 1
0.245301, 0.245560, 0
0.244792, 0.245058, 1
0.244042, 0.244318, 1
0.242778, 0.243068, 1
0.241305, 0.241609, 0
0.239086, 0.239402, 1
0.236449, 0.236777, 0
0.232571, 0.232917, 1
0.227745, 0.228111, 1
0.222146, 0.222533, 0
0.215881, 0.216290, 1
0.209589, 0.210016, 1
0.202812, 0.203260, 1
0.195187, 0.195658, 0
0.187421, 0.187919, 0
0.179557, 0.180083, 1
0.170853, 0.171409, 1
0.161851, 0.162433, 1
0.152115, 0.152726, 0
0.141543, 0.142179, 1
0.130404, 0.131064, 0
0.119892, 0.120580, 0
0.109075, 0.109787, 0
0.098535, 0.099266, 1
0.087842, 0.088588, 0
0.077002, 0.077759, 0
0.065621, 0.066389, 1
0.053685, 0.054461, 1
0.041815, 0.042594, 0
0.029553, 0.030328, 1
0.017359, 0.018127, 0
0.005332, 0.006086, 0
-0.006862, -0.006123, 0
-0.018493, -0.017768, 1
-0.030525, -0.029817, 0
-0.042652, -0.041968, 0
-0.054198, -0.053537, 1
-0.066381, -0.065742, 1
-0.078381, -0.077767, 1
-0.089384, -0.088798, 1
-0.099511, -0.098955, 0
-0.108593, -0.108065, 0
-0.116800, -0.116305, 0
-0.123336, -0.122873, 1
-0.129767, -0.129333, 0
-0.135735, -0.135327, 0
-0.140550, -0.140167, 0
-0.145517, -0.145160, 0
-0.149303, -0.148974, 1
-0.151673, -0.151370, 0
-0.153547, -0.153268, 0
-0.155007, -0.154749, 1
-0.155773, -0.155536, 1
-0.156020, -0.155803, 1
-0.156542, -0.156346, 0
-0.157418, -0.157243, 1
-0.158782, -0.158626, 1
-0.159996, -0.159859, 1
-0.161098, -0.160979, 1
-0.162423, -0.162323, 1
-0.163964, -0.163883, 1
-0.165272, -0.165208, 1
-0.166217, -0.166171, 1
-0.167680, -0.167654, 1
-0.169474, -0.169463, 1
-0.171629, -0.171633, 1
-0.174472, -0.174495, 1
-0.177716, -0.177756, 1
-0.181602, -0.181661, 1
-0.185159, -0.185235, 1
-0.188844, -0.188934, 1
-0.192847, -0.192947, 1
-0.196161, -0.196273, 1
-0.199611, -0.199736, 1
-0.202951, -0.203088, 1
-0.206379, -0.206528, 0
-0.209848, -0.210001, 1
-0.212659, -0.212816, 1
-0.215743, -0.215907, 1
-0.218475, -0.218647, 0
-0.220150, -0.220325, 1
-0.220908, -0.221082, 1
-0.221403, -0.221572, 0
-0.222105, -0.222270, 1
-0.222439, -0.222602, 0
-0.222687, -0.222849, 1
-0.221990, -0.222146, 1
-0.221102, -0.221248, 1
-0.220237, -0.220369, 1
-0.218213, -0.218335, 1
-0.215819, -0.215934, 1
-0.212491, -0.212597, 0
-0.208652, -0.208751, 1
-0.204426, -0.204519, 0
-0.199713, -0.199798, 1
-0.195038, -0.195115, 1
-0.190122, -0.190192, 1
-0.183938, -0.184007, 1
-0.177095, -0.177166, 1
-0.169369, -0.169440, 1
-0.160576, -0.160652, 1
-0.151936, -0.152017, 1
-0.142221, -0.142311, 1
-0.132029, -0.132130, 1
-0.122484, -0.122600, 0
-0.112153, -0.112284, 1
-0.101386, -0.101534, 0
-0.090140, -0.090307, 1
-0.078132, -0.078318, 1
-0.065161, -0.065368, 1
-0.050774, -0.051003, 1
-0.036928, -0.037174, 1
-0.022836, -0.023097, 1
-0.008913, -0.009189, 1
0.004387, 0.004095, 1
0.017900, 0.017593, 1
0.031924, 0.031605, 1
0.046191, 0.045863, 1
0.061471, 0.061135, 1
0.076867, 0.076527, 1
0.093092, 0.092746, 1
0.108713, 0.108361, 0
0.123980, 0.123624, 1
0.138930, 0.138575, 1
0.153318, 0.152964, 1
0.166575, 0.166227, 0
0.179767, 0.179424, 0
0.193527, 0.193189, 0
0.206296, 0.205965, 1
0.219134, 0.218815, 1
0.230951, 0.230644, 1
0.241283, 0.240988, 1
0.250799, 0.250516, 1
0.258660, 0.258386, 0
0.264720, 0.264456, 0
0.270243, 0.269990, 1
0.273816, 0.273574, 1
0.276748, 0.276517, 1
0.278430, 0.278211, 1
0.279312, 0.279103, 1
0.279028, 0.278828, 1
0.277610, 0.277420, 0
0.274318, 0.274140, 1
0.269649, 0.269484, 0
0.264006, 0.263855, 1
0.257330, 0.257193, 1
0.250544, 0.250421, 0
0.243597, 0.243482, 0
0.236826, 0.236723, 1
0.228637, 0.228547, 1
0.220235, 0.220160, 1
0.211308, 0.211249, 1
0.201647, 0.201601, 1
0.191618, 0.191586, 1
0.181010, 0.180993, 1
0.170204, 0.170200, 1
0.159763, 0.159773, 1
0.149041, 0.149068, 1
0.138315, 0.138358, 1
0.128051, 0.128110, 1
0.117074, 0.117146, 1
0.105546, 0.105631, 1
0.093430, 0.093528, 0
0.080975, 0.081085, 1
0.069157, 0.069274, 1
0.056850, 0.056975, 1
0.045658, 0.045791, 1
0.034738, 0.034878, 1
0.023926, 0.024071, 1
0.012777, 0.012924, 1
0.002515, 0.002662, 1
-0.007199, -0.007050, 1
-0.016546, -0.016394, 0
-0.025073, -0.024918, 1
-0.032361, -0.032202, 1
-0.038154, -0.037992, 1
-0.042702, -0.042538, 1
-0.045681, -0.045520, 1
-0.046687, -0.046528, 1
-0.046645, -0.046484, 0
-0.046011, -0.045842, 1
-0.044577, -0.044406, 0
-0.042170, -0.042001, 1
-0.038408, -0.038242, 1
-0.033562, -0.033399, 0
-0.028250, -0.028091, 1
-0.022316, -0.022158, 1
-0.014611, -0.014454, 0
-0.006611, -0.006459, 0
0.001023, 0.001170, 1
0.008166, 0.008310, 1
0.015585, 0.015728, 1
0.021515, 0.021653, 1
0.027745, 0.027878, 1
0.034030, 0.034159, 1
0.039818, 0.039945, 1
0.045440, 0.045565, 0
0.050714, 0.050838, 1
0.055373, 0.055496, 1
0.059475, 0.059596, 0
0.061823, 0.061942, 1
0.063229, 0.063348, 1
0.063646, 0.063767, 1
0.063404, 0.063529, 0
0.062169, 0.062301, 1
0.060773, 0.060911, 1
0.057980, 0.058126, 1
0.055079, 0.055235, 1
0.051517, 0.051681, 1
0.047269, 0.047449, 1
0.042367, 0.042563, 0
0.036911, 0.037120, 1
0.031466, 0.031683, 0
0.025626, 0.025854, 1
0.019752, 0.019990, 1
0.014580, 0.014829, 1
0.009500, 0.009757, 1
0.004547, 0.004810, 1
-0.000254, 0.000017, 1
-0.005737, -0.005461, 0
-0.011276, -0.010996, 1
-0.016415, -0.016129, 1
-0.021461, -0.021172, 1
-0.026284, -0.025991, 1
-0.030743, -0.030446, 0
-0.034832, -0.034536, 1
-0.038810, -0.038519, 1
-0.042159, -0.041874, 1
-0.045051, -0.044770, 1
-0.048107, -0.047832, 1
-0.051042, -0.050774, 1
-0.053339, -0.053081, 1
-0.054480, -0.054230, 1
-0.055560, -0.055320, 0
-0.055586, -0.055354, 0
-0.054781, -0.054554, 1
-0.053305, -0.053084, 1
-0.051512, -0.051293, 0
-0.049511, -0.049295, 0
-0.047350, -0.047138, 1
-0.044760, -0.044551, 1
-0.041885, -0.041673, 1
-0.038841, -0.038622, 1
-0.035619, -0.035395, 0
-0.031536, -0.031308, 0
-0.027345, -0.027116, 1
-0.023167, -0.022934, 1
-0.019526, -0.019288, 0
-0.016106, -0.015864, 1
-0.012941, -0.012696, 1
-0.010200, -0.009953, 1
-0.007783, -0.007531, 1
-0.004838, -0.004583, 1
-0.001859, -0.001600, 1
0.000814, 0.001069, 1
0.003500, 0.003749, 1
0.005606, 0.005851, 1
0.007220, 0.007458, 1
0.008994, 0.009224, 1
0.009450, 0.009673, 0
0.009426, 0.009637, 0
0.009399, 0.009592, 0
0.008666, 0.008840, 1
0.007491, 0.007646, 0
0.006734, 0.006870, 1
0.005896, 0.006008, 1
0.004401, 0.004488, 1
0.001997, 0.002059, 1
-0.001449, -0.001411, 1
-0.005256, -0.005243, 1
-0.009402, -0.009417, 1
-0.014729, -0.014770, 1
-0.019302, -0.019367, 1
-0.024278, -0.024366, 1
-0.028995, -0.029111, 1
-0.034278, -0.034419, 1
-0.039318, -0.039484, 1
-0.044457, -0.044648, 0
-0.050423, -0.050638, 0
-0.057107, -0.057343, 1
-0.063770, -0.064026, 1
-0.069696, -0.069970, 1
-0.075695, -0.075983, 1
-0.082491, -0.082797, 0
-0.088985, -0.089304, 1
-0.094963, -0.095291, 1
-0.100632, -0.100967, 1
-0.106302, -0.106642, 0
-0.111470, -0.111815, 0
-0.116744, -0.117091, 1
-0.121298, -0.121644, 0
-0.125452, -0.125791, 0
-0.129175, -0.129507, 0
-0.132273, -0.132599, 0
-0.135708, -0.136026, 1
-0.139067, -0.139374, 1
-0.143357, -0.143643, 0
-0.146731, -0.146999, 1
-0.149991, -0.150241, 1
-0.153705, -0.153937, 1
-0.157401, -0.157611, 0
-0.159611, -0.159798, 1
-0.162411, -0.162579, 0
-0.164555, -0.164705, 1
-0.166360, -0.166488, 1
-0.166919, -0.167028, 1
-0.166571, -0.166659, 1
-0.166063, -0.166134, 1
-0.165658, -0.165713, 1
-0.164448, -0.164489, 1
-0.162166, -0.162198, 1
-0.159445, -0.159471, 1
-0.155511, -0.155533, 1
-0.150814, -0.150831, 1
-0.145359, -0.145376, 1
-0.138866, -0.138883, 1
-0.132028, -0.132045, 1
-0.125063, -0.125080, 1
-0.117634, -0.117656, 1
-0.109791, -0.109818, 1
-0.101612, -0.101647, 1
-0.093374, -0.093417, 1
-0.084036, -0.084088, 1
-0.074033, -0.074096, 1
-0.063550, -0.063623, 1
-0.052576, -0.052664, 1
-0.042257, -0.042361, 1
-0.031661, -0.031779, 1
-0.021607, -0.021737, 1
-0.011826, -0.011970, 1
-0.002776, -0.002933, 1
0.005975, 0.005805, 1
0.014078, 0.013897, 1
0.021532, 0.021339, 0
0.028619, 0.028414, 0
0.034098, 0.033881, 1
0.038723, 0.038498, 0
0.041406, 0.041176, 1
0.043201, 0.042963, 1
0.044407, 0.044160, 1
0.045051, 0.044793, 1
0.044906, 0.044642, 1
0.044672, 0.044404, 0
0.043746, 0.043473, 0
0.042796, 0.042519, 1
0.040561, 0.040280, 0
0.037804, 0.037522, 1
0.035199, 0.034917, 1
0.031928, 0.031645, 1
0.028735, 0.028453, 0
0.025817, 0.025539, 1
0.022856, 0.022580, 1
0.019866, 0.019595, 1
0.017606, 0.017342, 0
0.015358, 0.015102, 1
0.013277, 0.013024, 1
0.011133, 0.010885, 1
0.009149, 0.008908, 1
0.007758, 0.007527, 1
0.006864, 0.006642, 1
0.006331, 0.006116, 1
0.006389, 0.006182, 1
0.006936, 0.006737, 1
0.008634, 0.008442, 0
0.010273, 0.010089, 1
0.012319, 0.012145, 1
0.013973, 0.013810, 1
0.016493, 0.016341, 1
0.018869, 0.018728, 1
0.021538, 0.021406, 0
0.024781, 0.024659, 1
0.028356, 0.028246, 1
0.031757, 0.031657, 1
0.035498, 0.035406, 1
0.038785, 0.038702, 1
0.041857, 0.041785, 1
0.044582, 0.044524, 1
0.047564, 0.047514, 1
0.049420, 0.049379, 1
0.050899, 0.050864, 1
0.052695, 0.052669, 1
0.053682, 0.053668, 1
0.053955, 0.053951, 1
0.053498, 0.053503, 0
0.052368, 0.052384, 1
0.050038, 0.050062, 1
0.047267, 0.047301, 1
0.043957, 0.043997, 1
0.040392, 0.040440, 1
0.035941, 0.035994, 1
0.031374, 0.031434, 1
0.027005, 0.027073, 1
0.022471, 0.022547, 0
0.017629, 0.017713, 1
0.012628, 0.012719, 1
0.007522, 0.007619, 1
0.002440, 0.002543, 0
-0.003349, -0.003238, 1
-0.009109, -0.008988, 1
-0.014861, -0.014733, 1
-0.021083, -0.020948, 1
-0.027138, -0.026996, 1
-0.033358, -0.033207, 1
-0.039580, -0.039422, 0
-0.046651, -0.046486, 0
-0.054423, -0.054247, 1
-0.061751, -0.061571, 1
-0.069621, -0.069435, 0
-0.078062, -0.077869, 1
-0.086807, -0.086605, 1
-0.095655, -0.095446, 0
-0.103884, -0.103669, 1
-0.112050, -0.111830, 1
-0.120472, -0.120245, 1
-0.128894, -0.128661, 1
-0.137163, -0.136927, 1
-0.145281, -0.145040, 1
-0.153668, -0.153423, 0
-0.161361, -0.161109, 1
-0.168216, -0.167963, 1
-0.174021, -0.173768, 1
-0.178965, -0.178715, 1
-0.183285, -0.183037, 1
-0.187334, -0.187087, 1
-0.190292, -0.190045, 1
-0.192724, -0.192479, 0
-0.194258, -0.194022, 1
-0.195646, -0.195416, 0
-0.195505, -0.195280, 0
-0.194827, -0.194606, 1
-0.193673, -0.193457, 0
-0.191802, -0.191590, 1
-0.188716, -0.188507, 1
-0.185170, -0.184961, 1
-0.181010, -0.180802, 1
-0.176390, -0.176183, 1
-0.171313, -0.171106, 1
-0.166079, -0.165871, 1
-0.159722, -0.159513, 1
-0.152975, -0.152761, 1
-0.145629, -0.145413, 0
-0.137554, -0.137335, 0
-0.128078, -0.127854, 1
-0.118339, -0.118108, 1
-0.108178, -0.107941, 1
-0.097230, -0.096986, 1
-0.086531, -0.086280, 0
-0.075114, -0.074857, 1
-0.063537, -0.063273, 0
-0.050906, -0.050632, 1
-0.038696, -0.038416, 0
-0.026316, -0.026033, 1
-0.013588, -0.013303, 0
-0.001140, -0.000857, 1
0.011275, 0.011554, 0
0.023160, 0.023440, 1
0.034610, 0.034889, 1
0.045581, 0.045854, 1
0.056167, 0.056433, 1
0.065849, 0.066110, 1
0.075195, 0.075448, 1
0.083475, 0.083721, 0
0.090791, 0.091028, 1
0.096466, 0.096695, 0
0.100872, 0.101090, 1
0.104700, 0.104906, 1
0.106966, 0.107162, 1
0.108406, 0.108591, 0
0.108984, 0.109159, 1
0.108506, 0.108670, 1
0.106394, 0.106547, 0
0.103795, 0.103937, 1
0.099810, 0.099944, 1
0.095430, 0.095557, 0
0.089922, 0.090041, 1
0.084156, 0.084269, 1
0.077897, 0.078011, 1
0.071217, 0.071330, 1
0.063631, 0.063744, 1
0.056394, 0.056506, 0
0.048856, 0.048969, 1
0.041595, 0.041710, 1
0.034355, 0.034470, 1
0.027534, 0.027649, 1
0.021632, 0.021746, 1
0.015523, 0.015635, 1
0.009567, 0.009678, 1
0.003442, 0.003552, 0
-0.001704, -0.001591, 1
-0.007528, -0.007418, 0
-0.013361, -0.013253, 1
-0.018572, -0.018463, 0
-0.023714, -0.023610, 1
-0.028452, -0.028357, 1
-0.032251, -0.032169, 1
-0.035231, -0.035164, 1
-0.038223, -0.038176, 1
-0.041179, -0.041144, 1
-0.043892, -0.043869, 1
-0.046440, -0.046428, 1
-0.049019, -0.049023, 1
-0.051047, -0.051070, 1
-0.052893, -0.052933, 1
-0.054167, -0.054222, 1
-0.054922, -0.054992, 1
-0.055232, -0.055316, 1
-0.055456, -0.055550, 0
-0.055284, -0.055384, 1
-0.054516, -0.054623, 1
-0.053547, -0.053661, 1
-0.052184, -0.052307, 1
-0.050254, -0.050384, 1
-0.047821, -0.047957, 1
-0.044712, -0.044856, 1
-0.041314, -0.041465, 1
-0.037706, -0.037861, 1
-0.033879, -0.034037, 1
-0.029785, -0.029948, 1
-0.025424, -0.025594, 0
-0.021508, -0.021675, 1
-0.017658, -0.017821, 1
-0.013182, -0.013336, 1
-0.008305, -0.008448, 1
-0.003551, -0.003682, 1
0.001249, 0.001131, 1
0.006101, 0.006001, 1
0.010319, 0.010240, 1
0.014051, 0.013992, 1
0.017588, 0.017552, 1
0.020530, 0.020522, 1
0.023356, 0.023378, 1
0.025520, 0.025573, 1
0.027361, 0.027444, 1
0.029173, 0.029286, 1
0.030491, 0.030635, 0
0.030570, 0.030742, 1
0.029526, 0.029725, 1
0.027502, 0.027731, 1
0.024430, 0.024686, 0
0.021116, 0.021391, 1
0.017385, 0.017677, 0
0.012521, 0.012830, 1
0.007507, 0.007832, 1
0.002377, 0.002713, 0
-0.003279, -0.002936, 1
-0.009439, -0.009092, 1
-0.015816, -0.015464, 0
-0.023060, -0.022704, 1
-0.030697, -0.030341, 0
-0.038719, -0.038369, 0
-0.046046, -0.045697, 1
-0.053096, -0.052744, 1
-0.059166, -0.058813, 1
-0.064675, -0.064325, 0
-0.069724, -0.069380, 0
-0.074428, -0.074089, 1
-0.079360, -0.079026, 1
-0.083564, -0.083237, 0
-0.087382, -0.087056, 1
-0.090465, -0.090140, 1
-0.093149, -0.092830, 1
-0.094740, -0.094424, 0
-0.096207, -0.095895, 1
-0.096811, -0.096508, 1
-0.097093, -0.096803, 1
-0.097201, -0.096923, 1
-0.097299, -0.097030, 1
-0.097427, -0.097170, 1
-0.097685, -0.097434, 0
-0.097932, -0.097690, 1
-0.097580, -0.097350, 0
-0.096296, -0.096090, 1
-0.093967, -0.093780, 1
-0.091165, -0.090996, 1
-0.087857, -0.087702, 1
-0.083977, -0.083833, 1
-0.079093, -0.078966, 1
-0.073561, -0.073457, 0
-0.067172, -0.067092, 1
-0.060035, -0.059975, 1
-0.051562, -0.051520, 1
-0.042432, -0.042401, 1
-0.032554, -0.032531, 1
-0.021767, -0.021757, 1
-0.010161, -0.010159, 1
0.001845, 0.001841, 1
0.014430, 0.014413, 1
0.028226, 0.028203, 1
0.041913, 0.041883, 1
0.056118, 0.056078, 1
0.071087, 0.071038, 1
0.086629, 0.086578, 1
0.102111, 0.102059, 1
0.117090, 0.117027, 1
0.131563, 0.131487, 0
0.145921, 0.145835, 1
0.159689, 0.159589, 1
0.172834, 0.172712, 1
0.185057, 0.184915, 1
0.196624, 0.196463, 0
0.207846, 0.207662, 1
0.217659, 0.217445, 0
0.225805, 0.225562, 1
0.233210, 0.232935, 1
0.239054, 0.238744, 1
0.243275, 0.242937, 1
0.245692, 0.245319, 0
0.246497, 0.246088, 1
0.246192, 0.245742, 1
0.244533, 0.244042, 0
0.240988, 0.240451, 0
0.236581, 0.236003, 0
0.230578, 0.229957, 0
0.222940, 0.222282, 0
0.214636, 0.213942, 0
0.204877, 0.204143, 0
0.193730, 0.192959, 0
0.181726, 0.180931, 0
0.169349, 0.168536, 1
0.156220, 0.155390, 0
0.142250, 0.141409, 0
0.127934, 0.127085, 0
0.113734, 0.112888, 0
0.098768, 0.097937, 0
0.083400, 0.082586, 1
0.068139, 0.067352, 0
0.052943, 0.052189, 0
0.038120, 0.037397, 0
0.023406, 0.022719, 1
0.009476, 0.008835, 1
-0.004207, -0.004804, 0
-0.017169, -0.017720, 0
-0.028739, -0.029245, 1
-0.040230, -0.040688, 0
-0.050843, -0.051248, 1
-0.061241, -0.061595, 0
-0.070851, -0.071153, 1
-0.079525, -0.079779, 1
-0.087285, -0.087491, 1
-0.094819, -0.094985, 1
-0.101595, -0.101725, 1
-0.107191, -0.107285, 1
-0.112446, -0.112502, 0
-0.117530, -0.117551, 1
-0.121555, -0.121548, 1
-0.124985, -0.124959, 1
-0.127196, -0.127149, 1
-0.128879, -0.128815, 1
-0.129957, -0.129871, 1
-0.130810, -0.130709, 1
-0.131013, -0.130905, 1
-0.130851, -0.130733, 1
-0.130749, -0.130621, 1
-0.130436, -0.130302, 1
-0.129716, -0.129578, 1
-0.128139, -0.128000, 1
-0.126708, -0.126568, 1
-0.124734, -0.124592, 1
-0.122754, -0.122616, 1
-0.120623, -0.120493, 0
-0.118692, -0.118563, 1
-0.116656, -0.116530, 1
-0.114962, -0.114839, 1
-0.113880, -0.113764, 1
-0.112790, -0.112680, 1
-0.112325, -0.112221, 1
-0.112513, -0.112414, 0
-0.113188, -0.113091, 1
-0.114166, -0.114070, 1
-0.116546, -0.116451, 0
-0.119270, -0.119178, 1
-0.122563, -0.122476, 0
-0.126613, -0.126525, 1
-0.131716, -0.131620, 1
-0.137492, -0.137401, 1
-0.143435, -0.143354, 1
-0.149943, -0.149871, 1
-0.156699, -0.156633, 1
-0.164009, -0.163948, 1
-0.171861, -0.171800, 1
-0.179711, -0.179659, 1
-0.187982, -0.187943, 1
-0.196354, -0.196331, 1
-0.204151, -0.204139, 1
-0.211822, -0.211820, 1
-0.219124, -0.219131, 1
-0.226529, -0.226545, 1
-0.232890, -0.232914, 1
-0.238798, -0.238838, 1
-0.245372, -0.245428, 1
-0.251326, -0.251393, 1
-0.256147, -0.256218, 1
-0.261153, -0.261230, 1
-0.266242, -0.266324, 1
-0.270407, -0.270487, 1
-0.274975, -0.275050, 1
-0.279158, -0.279225, 1
-0.282788, -0.282847, 1
-0.286965, -0.287012, 1
-0.290252, -0.290283, 1
-0.293529, -0.293542, 1
-0.296591, -0.296588, 1
-0.299199, -0.299181, 1
-0.301343, -0.301306, 1
-0.302648, -0.302588, 1
-0.302918, -0.302846, 1
-0.302805, -0.302721, 1
-0.301960, -0.301863, 1
-0.299721, -0.299609, 1
-0.297019, -0.296893, 1
-0.294186, -0.294048, 1
-0.290164, -0.290019, 1
-0.284869, -0.284716, 1
-0.279177, -0.279015, 1
-0.272296, -0.272122, 1
-0.263897, -0.263713, 1
-0.254675, -0.254481, 0
-0.244194, -0.243992, 1
-0.232783, -0.232573, 1
-0.220765, -0.220552, 1
-0.207881, -0.207669, 1
-0.193974, -0.193761, 1
-0.179123, -0.178911, 1
-0.163509, -0.163300, 0
