expected, result, bool
0.048171, 0.047712, 1
0.030588, 0.030326, 0
0.013257, 0.013211, 1
-0.003232, -0.003064, 1
-0.019482, -0.019096, 1
-0.035506, -0.034875, 0
-0.051113, -0.050248, 0
-0.066875, -0.065784, 0
-0.082437, -0.081115, 0
-0.098179, -0.096618, 0
-0.114203, -0.112402, 0
-0.130011, -0.127971, 0
-0.145249, -0.142956, 0
-0.160408, -0.157850, 0
-0.175582, -0.172780, 0
-0.190916, -0.187870, 0
-0.205014, -0.201735, 0
-0.218661, -0.215179, 0
-0.231836, -0.228140, 0
-0.243930, -0.240011, 0
-0.255457, -0.251338, 0
-0.265562, -0.261237, 0
-0.274618, -0.270083, 0
-0.282403, -0.277659, 0
-0.288886, -0.283963, 0
-0.294039, -0.288952, 0
-0.297005, -0.291774, 0
-0.298826, -0.293468, 0
-0.299557, -0.294105, 0
-0.298666, -0.293137, 0
-0.296579, -0.290977, 0
-0.293353, -0.287708, 0
-0.288708, -0.283023, 0
-0.282775, -0.277084, 0
-0.275390, -0.269731, 0
-0.266818, -0.261208, 0
-0.257163, -0.251634, 0
-0.246763, -0.241351, 0
-0.234920, -0.229635, 0
-0.222866, -0.217740, 0
-0.210485, -0.205530, 0
-0.197386, -0.192618, 0
-0.184258, -0.179689, 0
-0.171124, -0.166780, 0
-0.158253, -0.154153, 0
-0.146012, -0.142163, 0
-0.134236, -0.130645, 0
-0.123561, -0.120237, 0
-0.113614, -0.110560, 0
-0.105453, -0.102641, 0
-0.098328, -0.095742, 0
-0.092115, -0.089746, 0
-0.087135, -0.084987, 0
-0.083597, -0.081649, 0
-0.081451, -0.079699, 0
-0.080350, -0.078786, 0
-0.081116, -0.079722, 0
-0.082890, -0.081655, 0
-0.085763, -0.084698, 0
-0.089877, -0.088942, 0
-0.095449, -0.094630, 1
-0.101616, -0.100916, 0
-0.108762, -0.108163, 0
-0.116997, -0.116500, 1
-0.126153, -0.125772, 1
-0.136408, -0.136145, 1
-0.147300, -0.147153, 1
-0.158619, -0.158587, 1
-0.170474, -0.170552, 0
-0.182663, -0.182834, 1
-0.194318, -0.194582, 0
-0.206127, -0.206472, 1
-0.217617, -0.218067, 1
-0.229199, -0.229742, 0
-0.240473, -0.241110, 0
-0.250216, -0.250946, 0
-0.259571, -0.260383, 1
-0.267355, -0.268235, 0
-0.273675, -0.274616, 0
-0.278760, -0.279750, 0
-0.282118, -0.283137, 0
-0.282612, -0.283654, 0
-0.280973, -0.282032, 0
-0.276668, -0.277737, 0
-0.269701, -0.270772, 0
-0.260229, -0.261303, 0
-0.247740, -0.248817, 0
-0.232806, -0.233868, 0
-0.215543, -0.216588, 0
-0.195309, -0.196340, 0
-0.172606, -0.173602, 0
-0.147244, -0.148213, 0
-0.119923, -0.120887, 0
-0.090987, -0.091961, 0
-0.060559, -0.061559, 0
-0.029328, -0.030376, 0
0.002166, 0.001070, 0
0.034014, 0.032851, 0
0.066276, 0.065040, 0
0.098428, 0.097120, 0
0.129863, 0.128466, 0
0.161334, 0.159838, 0
0.192224, 0.190624, 0
0.222248, 0.220509, 0
0.251058, 0.249163, 0
0.278709, 0.276640, 0
0.304675, 0.302447, 0
0.329372, 0.326984, 0
0.352251, 0.349697, 0
0.373571, 0.370842, 0
0.392993, 0.390102, 0
0.410716, 0.407667, 0
0.425970, 0.422775, 0
0.439056, 0.435717, 0
0.449850, 0.446378, 0
0.458422, 0.454833, 0
0.464426, 0.460735, 0
0.468456, 0.464677, 0
0.470504, 0.466665, 0
0.470533, 0.466655, 0
0.468820, 0.464911, 0
0.465333, 0.461407, 0
0.460276, 0.456333, 0
0.454239, 0.450279, 0
0.446919, 0.442961, 0
0.438148, 0.434205, 0
0.428656, 0.424750, 0
0.418408, 0.414552, 0
0.408090, 0.404273, 0
0.397155, 0.393397, 0
0.385768, 0.382076, 0
0.374480, 0.370850, 0
0.363091, 0.359535, 0
0.351153, 0.347666, 0
0.339077, 0.335672, 0
0.326919, 0.323619, 0
0.314977, 0.311779, 0
0.302165, 0.299087, 0
0.289110, 0.286177, 0
0.275726, 0.272949, 0
0.262118, 0.259504, 0
0.247887, 0.245446, 0
0.233342, 0.231082, 0
0.218674, 0.216602, 0
0.203301, 0.201429, 0
0.187721, 0.186043, 0
0.172303, 0.170824, 0
0.156436, 0.155161, 0
0.140262, 0.139187, 0
0.123909, 0.123042, 0
0.107981, 0.107320, 0
0.092201, 0.091729, 1
0.077012, 0.076713, 1
0.061774, 0.061645, 1
0.047225, 0.047251, 1
0.033174, 0.033339, 1
0.019836, 0.020137, 1
0.006949, 0.007370, 1
-0.004928, -0.004411, 0
-0.015960, -0.015365, 0
-0.026103, -0.025456, 0
-0.034967, -0.034275, 0
-0.042440, -0.041736, 1
-0.049429, -0.048719, 1
-0.054904, -0.054198, 0
-0.059081, -0.058405, 0
-0.061879, -0.061258, 0
-0.063071, -0.062506, 1
-0.062779, -0.062282, 0
-0.061476, -0.061067, 1
-0.059541, -0.059233, 0
-0.056071, -0.055882, 1
-0.051763, -0.051705, 1
-0.046881, -0.046950, 1
-0.041800, -0.042016, 1
-0.036578, -0.036934, 1
-0.031163, -0.031673, 0
-0.025816, -0.026461, 1
-0.021665, -0.022438, 1
-0.017746, -0.018641, 0
-0.014476, -0.015481, 0
-0.012426, -0.013538, 0
-0.011449, -0.012669, 0
-0.011443, -0.012771, 0
-0.012742, -0.014140, 0
-0.015359, -0.016811, 0
-0.019056, -0.020567, 0
-0.023637, -0.025193, 0
-0.029261, -0.030843, 0
-0.035383, -0.036975, 0
-0.042063, -0.043661, 0
-0.049435, -0.051016, 0
-0.057576, -0.059119, 0
-0.066151, -0.067639, 0
-0.075760, -0.077170, 0
-0.086152, -0.087460, 0
-0.097348, -0.098550, 0
-0.108805, -0.109894, 0
-0.120428, -0.121394, 0
-0.132660, -0.133500, 1
-0.145223, -0.145939, 0
-0.157971, -0.158554, 0
-0.170712, -0.171172, 1
-0.183866, -0.184203, 1
-0.196933, -0.197136, 1
-0.209922, -0.210008, 1
-0.223035, -0.222999, 1
-0.235433, -0.235292, 1
-0.247461, -0.247210, 1
-0.258621, -0.258270, 0
-0.268673, -0.268231, 0
-0.277467, -0.276940, 1
-0.285175, -0.284563, 1
-0.291061, -0.290375, 0
-0.295349, -0.294595, 1
-0.297566, -0.296732, 0
-0.297820, -0.296905, 0
-0.295152, -0.294179, 0
-0.289737, -0.288710, 0
-0.281961, -0.280882, 0
-0.271359, -0.270247, 0
-0.258471, -0.257344, 0
-0.243482, -0.242351, 0
-0.226447, -0.225324, 0
-0.207044, -0.205953, 0
-0.185879, -0.184811, 0
-0.163164, -0.162140, 0
-0.138901, -0.137934, 0
-0.113286, -0.112392, 0
-0.086964, -0.086186, 0
-0.060409, -0.059762, 1
-0.034284, -0.033784, 1
-0.008493, -0.008159, 1
0.017161, 0.017295, 1
0.042039, 0.041963, 1
0.065967, 0.065665, 1
0.088843, 0.088310, 0
0.110661, 0.109892, 0
0.131778, 0.130735, 0
0.151628, 0.150301, 0
0.169684, 0.168062, 0
0.186645, 0.184728, 0
0.202312, 0.200092, 0
0.215837, 0.213325, 0
0.227482, 0.224694, 0
0.237182, 0.234132, 0
0.245081, 0.241778, 0
0.251051, 0.247511, 0
0.254733, 0.250952, 0
0.256219, 0.252216, 0
0.255332, 0.251137, 0
0.252103, 0.247734, 0
0.246584, 0.242061, 0
0.238945, 0.234288, 0
0.229033, 0.224257, 0
0.217672, 0.212803, 0
0.205228, 0.200301, 0
0.191493, 0.186520, 0
0.176699, 0.171712, 0
0.160486, 0.155499, 0
0.143386, 0.138412, 0
0.125861, 0.120925, 0
0.107873, 0.102997, 0
0.089791, 0.084999, 0
0.071358, 0.066677, 0
0.052993, 0.048438, 0
0.034918, 0.030519, 0
0.016769, 0.012555, 0
-0.001158, -0.005160, 0
-0.019183, -0.022963, 0
-0.036987, -0.040522, 0
-0.054630, -0.057914, 0
-0.072210, -0.075220, 0
-0.089905, -0.092619, 0
-0.107091, -0.109486, 0
-0.124458, -0.126538, 0
-0.141237, -0.142999, 0
-0.157309, -0.158749, 0
-0.173030, -0.174149, 0
-0.188224, -0.189032, 0
-0.203224, -0.203717, 0
-0.217863, -0.218070, 1
-0.231923, -0.231856, 1
-0.245135, -0.244794, 1
-0.257542, -0.256964, 0
-0.269249, -0.268456, 0
-0.279656, -0.278672, 0
-0.288918, -0.287759, 0
-0.297081, -0.295784, 0
-0.304048, -0.302649, 0
-0.310314, -0.308846, 0
-0.315421, -0.313902, 0
-0.319260, -0.317714, 0
-0.322018, -0.320471, 0
-0.322836, -0.321310, 0
-0.322366, -0.320882, 0
-0.319802, -0.318390, 0
-0.315784, -0.314461, 0
-0.309628, -0.308406, 0
-0.301540, -0.300443, 0
-0.292116, -0.291177, 0
-0.280853, -0.280079, 0
-0.268566, -0.267971, 0
-0.254449, -0.254050, 1
-0.238931, -0.238730, 1
-0.223040, -0.223041, 1
-0.205690, -0.205902, 1
-0.187651, -0.188087, 1
-0.170009, -0.170676, 0
-0.151969, -0.152852, 0
-0.134080, -0.135187, 0
-0.117047, -0.118376, 0
-0.101123, -0.102654, 0
-0.086047, -0.087778, 0
-0.071653, -0.073572, 0
-0.058105, -0.060202, 0
-0.045984, -0.048245, 0
-0.034996, -0.037405, 0
-0.025030, -0.027558, 0
-0.016541, -0.019185, 0
-0.009685, -0.012439, 0
-0.004194, -0.007028, 0
0.000034, -0.002849, 0
0.003046, 0.000134, 0
0.004948, 0.002029, 0
0.005721, 0.002822, 0
0.005284, 0.002431, 0
0.003848, 0.001071, 0
0.001378, -0.001306, 0
-0.001935, -0.004498, 0
-0.006511, -0.008942, 0
-0.011208, -0.013479, 0
-0.017143, -0.019228, 0
-0.023966, -0.025847, 0
-0.031004, -0.032683, 0
-0.038518, -0.039965, 0
-0.046780, -0.047977, 0
-0.055467, -0.056409, 0
-0.064307, -0.064988, 0
-0.073620, -0.074041, 1
-0.083013, -0.083176, 1
-0.092276, -0.092167, 1
-0.101555, -0.101176, 0
-0.110803, -0.110159, 0
-0.119274, -0.118361, 0
-0.126507, -0.125322, 0
-0.132696, -0.131250, 0
-0.138091, -0.136384, 0
-0.141852, -0.139882, 0
-0.144089, -0.141881, 0
-0.144809, -0.142363, 0
-0.143974, -0.141310, 0
-0.140460, -0.137587, 0
-0.134698, -0.131634, 0
-0.126961, -0.123711, 0
-0.116845, -0.113425, 0
-0.104547, -0.100988, 0
-0.090707, -0.087028, 0
-0.075089, -0.071298, 0
-0.058004, -0.054129, 0
-0.040043, -0.036111, 0
-0.021061, -0.017105, 0
-0.001239, 0.002718, 0
0.019254, 0.023191, 0
0.040044, 0.043922, 0
0.061258, 0.065044, 0
0.082329, 0.085986, 0
0.102965, 0.106465, 0
0.123885, 0.127212, 0
0.144201, 0.147313, 0
0.163669, 0.166538, 0
0.182686, 0.185299, 0
0.201005, 0.203349, 0
0.218657, 0.220702, 0
0.235382, 0.237137, 0
0.251577, 0.253036, 0
0.266453, 0.267610, 0
0.280084, 0.280924, 0
0.292567, 0.293098, 1
0.303217, 0.303457, 1
0.311613, 0.311569, 1
0.318698, 0.318377, 0
0.324106, 0.323522, 1
0.327825, 0.326990, 0
0.330265, 0.329196, 0
0.331099, 0.329826, 0
0.330038, 0.328587, 0
0.327348, 0.325757, 0
0.322965, 0.321247, 0
0.317053, 0.315238, 0
0.309523, 0.307621, 0
0.300729, 0.298780, 0
0.291074, 0.289087, 0
0.281259, 0.279240, 0
0.270408, 0.268378, 0
0.258916, 0.256892, 0
0.247020, 0.245011, 0
0.234844, 0.232869, 0
0.222357, 0.220441, 0
0.209227, 0.207382, 0
0.195341, 0.193595, 0
0.180819, 0.179188, 0
0.166267, 0.164759, 0
0.151460, 0.150085, 0
0.136753, 0.135515, 0
0.121351, 0.120273, 0
0.105842, 0.104946, 0
0.089890, 0.089187, 0
0.073390, 0.072888, 1
0.056643, 0.056346, 0
0.039806, 0.039737, 1
0.023194, 0.023367, 1
0.007118, 0.007518, 0
-0.009026, -0.008405, 0
-0.024993, -0.024139, 0
-0.040431, -0.039342, 0
-0.055940, -0.054601, 0
-0.070780, -0.069214, 0
-0.085231, -0.083452, 0
-0.099100, -0.097124, 0
-0.112043, -0.109890, 0
-0.123995, -0.121683, 0
-0.135491, -0.133035, 0
-0.146141, -0.143556, 0
-0.155709, -0.153012, 0
-0.164244, -0.161460, 0
-0.171636, -0.168795, 0
-0.177750, -0.174862, 0
-0.182481, -0.179588, 0
-0.185316, -0.182445, 0
-0.186498, -0.183678, 0
-0.186302, -0.183563, 0
-0.184192, -0.181557, 0
-0.179947, -0.177440, 0
-0.173850, -0.171496, 0
-0.166019, -0.163839, 0
-0.156782, -0.154794, 0
-0.146521, -0.144732, 0
-0.135112, -0.133536, 0
-0.122915, -0.121594, 0
-0.109922, -0.108870, 0
-0.096545, -0.095778, 0
-0.082667, -0.082195, 0
-0.068911, -0.068748, 1
-0.054883, -0.055033, 1
-0.041663, -0.042110, 1
-0.029343, -0.030095, 0
-0.017382, -0.018434, 0
-0.006422, -0.007766, 0
0.003266, 0.001632, 0
0.012175, 0.010257, 0
0.019880, 0.017672, 0
0.026917, 0.024418, 0
0.032348, 0.029579, 0
0.037117, 0.034096, 0
0.041107, 0.037871, 0
0.043768, 0.040336, 0
0.045194, 0.041574, 0
0.045962, 0.042179, 0
0.045663, 0.041736, 0
0.044488, 0.040443, 0
0.042028, 0.037893, 0
0.038852, 0.034642, 0
0.034965, 0.030692, 0
0.030314, 0.026015, 0
0.024889, 0.020588, 0
0.018667, 0.014392, 0
0.012196, 0.007951, 0
0.005202, 0.001000, 0
-0.002261, -0.006406, 0
-0.010400, -0.014501, 0
-0.019136, -0.023177, 0
-0.028015, -0.031979, 0
-0.036744, -0.040631, 0
-0.045916, -0.049715, 0
-0.054474, -0.058170, 0
-0.062394, -0.065970, 0
-0.069945, -0.073387, 0
-0.076804, -0.080097, 0
-0.082209, -0.085345, 0
-0.086253, -0.089227, 0
-0.088184, -0.090990, 0
-0.088309, -0.090938, 0
-0.086650, -0.089076, 0
-0.082196, -0.084406, 0
-0.076041, -0.078014, 0
-0.067578, -0.069311, 0
-0.056635, -0.058140, 0
-0.043623, -0.044891, 0
-0.028562, -0.029601, 0
-0.011823, -0.012639, 0
0.006803, 0.006193, 0
0.026954, 0.026539, 1
0.048338, 0.048126, 1
0.071097, 0.071080, 1
0.094112, 0.094262, 1
0.117303, 0.117586, 0
0.140490, 0.140877, 0
0.163426, 0.163915, 0
0.186840, 0.187409, 1
0.209563, 0.210179, 1
0.232116, 0.232751, 0
0.254438, 0.255071, 0
0.276466, 0.277097, 0
0.297014, 0.297620, 0
0.316778, 0.317319, 1
0.335907, 0.336386, 1
0.353158, 0.353557, 0
0.369261, 0.369576, 0
0.383979, 0.384188, 1
0.397640, 0.397730, 1
0.409511, 0.409463, 0
0.419231, 0.419046, 1
0.427270, 0.426931, 1
0.433085, 0.432606, 1
0.436292, 0.435667, 1
0.437502, 0.436723, 0
0.436475, 0.435557, 1
0.433865, 0.432788, 0
0.429541, 0.428307, 0
0.422995, 0.421615, 0
0.415248, 0.413733, 0
0.406054, 0.404414, 0
0.395375, 0.393618, 0
0.383749, 0.381884, 0
0.371109, 0.369162, 0
0.357285, 0.355272, 0
0.342874, 0.340808, 0
0.327616, 0.325547, 0
0.312131, 0.310071, 0
0.296419, 0.294372, 0
0.279749, 0.277749, 0
0.262879, 0.260964, 0
0.245270, 0.243461, 0
0.227010, 0.225340, 0
0.208354, 0.206860, 0
0.188614, 0.187312, 0
0.168370, 0.167285, 0
0.147805, 0.146942, 0
0.127281, 0.126653, 1
0.105994, 0.105615, 1
0.084652, 0.084532, 1
0.062720, 0.062849, 1
0.040495, 0.040887, 0
0.018214, 0.018870, 0
-0.003766, -0.002844, 0
-0.025799, -0.024626, 0
-0.047387, -0.045949, 0
-0.068068, -0.066390, 0
-0.088363, -0.086441, 0
-0.108062, -0.105899, 0
-0.126704, -0.124301, 0
-0.144895, -0.142270, 0
-0.162328, -0.159501, 0
-0.178966, -0.175941, 0
-0.194845, -0.191635, 0
-0.209494, -0.206113, 0
-0.222790, -0.219268, 0
-0.234610, -0.230968, 0
-0.245450, -0.241718, 0
-0.254856, -0.251050, 0
-0.262672, -0.258821, 0
-0.268526, -0.264663, 0
-0.272959, -0.269107, 0
-0.276380, -0.272581, 0
-0.278248, -0.274526, 0
-0.278551, -0.274941, 0
-0.277447, -0.273992, 0
-0.274858, -0.271598, 0
-0.270667, -0.267632, 0
-0.265249, -0.262464, 0
-0.259298, -0.256778, 0
-0.252960, -0.250743, 0
-0.246291, -0.244410, 0
-0.239570, -0.238029, 0
-0.232715, -0.231529, 0
-0.226426, -0.225601, 1
-0.220224, -0.219777, 1
-0.214270, -0.214206, 1
-0.208952, -0.209283, 1
-0.204496, -0.205214, 0
-0.200922, -0.202018, 0
-0.198051, -0.199518, 0
-0.196135, -0.197964, 0
-0.195397, -0.197591, 0
-0.196192, -0.198727, 0
-0.197762, -0.200623, 0
-0.200398, -0.203551, 0
-0.204079, -0.207508, 0
-0.208781, -0.212464, 0
-0.214354, -0.218246, 0
-0.221355, -0.225426, 0
-0.229638, -0.233868, 0
-0.238961, -0.243327, 0
-0.249159, -0.253605, 0
-0.260388, -0.264894, 0
-0.272244, -0.276796, 0
-0.284588, -0.289147, 0
-0.297204, -0.301776, 0
-0.310307, -0.314854, 0
-0.323536, -0.328027, 0
-0.337139, -0.341583, 0
-0.351237, -0.355605, 0
-0.365633, -0.369915, 0
-0.379544, -0.383728, 0
-0.392944, -0.397025, 0
-0.405862, -0.409818, 0
-0.418231, -0.422042, 0
-0.429567, -0.433240, 0
-0.439765, -0.443295, 0
-0.448585, -0.451952, 0
-0.455950, -0.459139, 0
-0.461563, -0.464586, 0
-0.465473, -0.468338, 0
-0.466982, -0.469673, 0
-0.465671, -0.468193, 0
-0.462144, -0.464499, 0
-0.455328, -0.457518, 0
-0.445925, -0.447945, 0
-0.433822, -0.435668, 0
-0.418457, -0.420141, 0
-0.400500, -0.402025, 0
-0.380370, -0.381752, 0
-0.357535, -0.358782, 0
-0.332505, -0.333637, 0
-0.305779, -0.306812, 0
-0.277259, -0.278208, 0
-0.246923, -0.247793, 0
-0.215629, -0.216436, 1
-0.183344, -0.184117, 0
-0.150524, -0.151276, 1
-0.117760, -0.118502, 0
-0.084738, -0.085479, 1
-0.051588, -0.052344, 1
-0.018406, -0.019195, 0
0.014650, 0.013809, 0
0.047363, 0.046451, 0
0.079507, 0.078525, 0
0.110560, 0.109500, 0
0.140764, 0.139617, 0
0.169736, 0.168497, 0
0.197373, 0.196017, 0
0.223266, 0.221813, 0
0.247414, 0.245850, 0
0.269328, 0.267650, 0
0.288966, 0.287165, 0
0.306198, 0.304282, 0
0.320605, 0.318582, 0
0.332469, 0.330344, 0
0.341702, 0.339479, 0
0.348469, 0.346161, 0
0.353018, 0.350622, 0
0.354966, 0.352498, 0
0.354432, 0.351888, 0
0.352245, 0.349629, 0
0.348293, 0.345625, 0
0.342165, 0.339441, 0
0.334809, 0.332031, 0
0.326464, 0.323674, 0
0.316894, 0.314119, 0
0.306657, 0.303905, 0
0.295527, 0.292825, 0
0.284084, 0.281456, 0
0.271825, 0.269297, 0
0.259366, 0.256972, 0
0.246583, 0.244342, 0
0.233493, 0.231441, 0
0.219857, 0.218027, 0
0.205515, 0.203946, 0
0.191002, 0.189721, 0
0.176061, 0.175080, 0
0.160579, 0.159925, 0
0.144632, 0.144317, 0
0.128666, 0.128700, 1
0.112646, 0.113060, 1
0.096596, 0.097397, 1
0.080599, 0.081793, 0
0.064654, 0.066231, 0
0.048780, 0.050744, 0
0.033363, 0.035751, 0
0.018826, 0.021631, 0
0.004384, 0.007595, 0
-0.009423, -0.005813, 0
-0.022563, -0.018567, 0
-0.035366, -0.030995, 0
-0.047414, -0.042674, 0
-0.059056, -0.053964, 0
-0.069594, -0.064147, 0
-0.079138, -0.073359, 0
-0.087463, -0.081351, 0
-0.094594, -0.088194, 0
-0.100418, -0.093744, 0
-0.104654, -0.097722, 0
-0.107515, -0.100361, 0
-0.108919, -0.101586, 0
-0.108541, -0.101041, 0
-0.106585, -0.098947, 0
-0.102511, -0.094751, 0
-0.096682, -0.088842, 0
-0.088711, -0.080830, 0
-0.079178, -0.071293, 0
-0.068720, -0.060867, 0
-0.056696, -0.048912, 0
-0.044014, -0.036350, 0
-0.030449, -0.022930, 0
-0.016194, -0.008851, 0
-0.001887, 0.005232, 0
0.012597, 0.019469, 0
0.027536, 0.034135, 0
0.042529, 0.048821, 0
0.057169, 0.063120, 0
0.071520, 0.077129, 0
0.085441, 0.090693, 0
0.098368, 0.103228, 0
0.110661, 0.115127, 0
0.121966, 0.126040, 0
0.132267, 0.135946, 0
0.141462, 0.144744, 0
0.149406, 0.152306, 0
0.156318, 0.158836, 0
0.161643, 0.163787, 0
0.165713, 0.167494, 0
0.168511, 0.169973, 0
0.169642, 0.170808, 0
0.169251, 0.170137, 0
0.167412, 0.168040, 0
0.164251, 0.164629, 0
0.159997, 0.160152, 1
0.153964, 0.153930, 1
0.146915, 0.146697, 1
0.138489, 0.138096, 1
0.128853, 0.128291, 0
0.117465, 0.116749, 1
0.105072, 0.104200, 0
0.091541, 0.090510, 0
0.076900, 0.075712, 0
0.061603, 0.060266, 0
0.045431, 0.043950, 0
0.028828, 0.027203, 0
0.011902, 0.010136, 0
-0.004653, -0.006565, 0
-0.020786, -0.022845, 0
-0.036493, -0.038670, 0
-0.051632, -0.053943, 0
-0.066076, -0.068518, 0
-0.078887, -0.081437, 0
-0.089862, -0.092515, 0
-0.098902, -0.101657, 0
-0.105832, -0.108693, 0
-0.110645, -0.113592, 0
-0.113216, -0.116242, 0
-0.113560, -0.116650, 0
-0.111648, -0.114795, 0
-0.107300, -0.110505, 0
-0.100706, -0.103967, 0
-0.092177, -0.095490, 0
-0.081610, -0.084987, 0
-0.069748, -0.073195, 0
-0.056593, -0.060108, 0
-0.042525, -0.046097, 0
-0.027380, -0.031021, 0
-0.011231, -0.014959, 0
0.005146, 0.001324, 0
0.021725, 0.017802, 0
0.038374, 0.034344, 0
0.055201, 0.051051, 0
0.072317, 0.068049, 0
0.089379, 0.084981, 0
0.106149, 0.101621, 0
0.122970, 0.118316, 0
0.139936, 0.135153, 0
0.156366, 0.151449, 0
0.171856, 0.166807, 0
0.186489, 0.181338, 0
0.200590, 0.195357, 0
0.213908, 0.208582, 0
0.225919, 0.220526, 0
0.236899, 0.231470, 0
0.246636, 0.241171, 0
0.255051, 0.249558, 0
0.262212, 0.256714, 0
0.267345, 0.261876, 0
0.270619, 0.265195, 0
0.272885, 0.267513, 0
0.273610, 0.268294, 0
0.272736, 0.267500, 0
0.270575, 0.265431, 0
0.267051, 0.262018, 0
0.262637, 0.257695, 0
0.257424, 0.252581, 0
0.251349, 0.246625, 0
0.244557, 0.239954, 0
0.237144, 0.232668, 0
0.229198, 0.224848, 0
0.220843, 0.216646, 0
0.212108, 0.208074, 0
0.203279, 0.199434, 0
0.194700, 0.191040, 0
0.185647, 0.182187, 0
0.176197, 0.172970, 0
0.166665, 0.163692, 0
0.157141, 0.154440, 0
0.147120, 0.144698, 0
0.136468, 0.134345, 0
0.125312, 0.123522, 0
0.113705, 0.112254, 0
0.102014, 0.100922, 0
0.089800, 0.089079, 0
0.077615, 0.077282, 0
0.064929, 0.064995, 1
0.052234, 0.052703, 0
0.039358, 0.040258, 0
0.026610, 0.027930, 0
0.013444, 0.015176, 0
0.000413, 0.002565, 0
-0.012457, -0.009889, 0
-0.025122, -0.022135, 0
-0.037649, -0.034229, 0
-0.049717, -0.045877, 0
-0.061365, -0.057121, 0
-0.072506, -0.067865, 0
-0.083099, -0.078065, 0
-0.093268, -0.087840, 0
-0.102534, -0.096723, 0
-0.111341, -0.105156, 0
-0.118960, -0.112421, 0
-0.125166, -0.118297, 0
-0.130189, -0.123009, 0
-0.133917, -0.126439, 0
-0.135898, -0.128149, 0
-0.136407, -0.128418, 0
-0.135540, -0.127337, 0
-0.132855, -0.124472, 0
-0.128567, -0.120034, 0
-0.123196, -0.114542, 0
-0.116650, -0.107914, 0
-0.109086, -0.100283, 0
-0.100767, -0.091945, 0
-0.091908, -0.083113, 0
-0.082533, -0.073786, 0
-0.073003, -0.064329, 0
-0.063448, -0.054887, 0
-0.053778, -0.045341, 0
-0.044752, -0.036473, 0
-0.036435, -0.028346, 0
-0.028496, -0.020618, 0
-0.021134, -0.013498, 0
-0.014893, -0.007498, 0
-0.009966, -0.002817, 0
-0.006109, 0.000771, 0
-0.003403, 0.003203, 0
-0.001703, 0.004628, 0
-0.001106, 0.004950, 0
-0.001969, 0.003811, 0
-0.003960, 0.001546, 0
-0.007256, -0.001992, 0
-0.011957, -0.006922, 0
-0.017655, -0.012857, 0
-0.024638, -0.020055, 0
-0.032495, -0.028112, 0
-0.041607, -0.037405, 0
-0.051586, -0.047570, 0
-0.062212, -0.058358, 0
-0.074049, -0.070344, 0
-0.086794, -0.083238, 0
-0.100582, -0.097155, 0
-0.114822, -0.111525, 0
-0.130078, -0.126909, 0
-0.145856, -0.142799, 0
-0.161972, -0.159019, 0
-0.178267, -0.175426, 0
-0.194480, -0.191756, 0
-0.211179, -0.208560, 0
-0.227597, -0.225079, 0
-0.243711, -0.241293, 0
-0.259004, -0.256695, 0
-0.273539, -0.271325, 0
-0.286956, -0.284832, 0
-0.298937, -0.296903, 0
-0.309145, -0.307184, 0
-0.317180, -0.315294, 0
-0.322860, -0.321070, 0
-0.325872, -0.324160, 0
-0.326630, -0.324983, 0
-0.324682, -0.323105, 0
-0.320199, -0.318696, 0
-0.313275, -0.311844, 0
-0.303696, -0.302338, 0
-0.292088, -0.290816, 0
-0.278248, -0.277061, 0
-0.262345, -0.261244, 0
-0.244732, -0.243737, 0
-0.225845, -0.224976, 0
-0.206138, -0.205399, 0
-0.185687, -0.185100, 0
-0.164849, -0.164449, 0
-0.143592, -0.143401, 0
-0.122247, -0.122274, 1
-0.101243, -0.101511, 0
-0.079997, -0.080546, 0
-0.059201, -0.060034, 0
-0.039158, -0.040282, 0
-0.019388, -0.020827, 0
-0.000281, -0.002048, 0
0.017893, 0.015788, 0
0.035079, 0.032635, 0
0.051486, 0.048683, 0
0.066570, 0.063424, 0
0.080456, 0.076978, 0
0.093273, 0.089451, 0
0.104519, 0.100357, 0
0.114824, 0.110334, 0
0.123342, 0.118558, 0
0.130214, 0.125141, 0
0.135742, 0.130388, 0
0.139631, 0.134028, 0
0.142149, 0.136299, 0
0.143371, 0.137299, 0
0.143114, 0.136830, 0
0.142197, 0.135714, 0
0.139644, 0.132972, 0
0.135900, 0.129049, 0
0.131015, 0.124003, 0
0.125739, 0.118576, 0
0.119931, 0.112618, 0
0.113147, 0.105716, 0
0.105794, 0.098265, 0
0.098134, 0.090530, 0
0.090165, 0.082509, 0
0.081528, 0.073819, 0
0.072512, 0.064758, 0
0.063209, 0.055452, 0
0.053743, 0.045989, 0
0.043920, 0.036194, 0
0.033670, 0.026002, 0
0.023252, 0.015668, 0
0.012540, 0.005048, 0
0.001641, -0.005715, 0
-0.009298, -0.016494, 0
-0.020077, -0.027101, 0
-0.031200, -0.038046, 0
-0.041685, -0.048345, 0
-0.052214, -0.058660, 0
-0.062481, -0.068708, 0
-0.072448, -0.078443, 0
-0.082373, -0.088114, 0
-0.092034, -0.097510, 0
-0.101386, -0.106576, 0
-0.109938, -0.114860, 0
-0.118701, -0.123354, 0
-0.127505, -0.131859, 0
-0.135800, -0.139869, 0
-0.143491, -0.147278, 0
-0.150917, -0.154427, 0
-0.157767, -0.160988, 0
-0.163978, -0.166917, 0
-0.168811, -0.171489, 0
-0.173045, -0.175447, 0
-0.176233, -0.178360, 0
